,cities,incidents,killed,latitude,longitude
12058,Elk,2,1,48.0311,-117.347
12055,Swarthmore,2,1,39.8908,-75.339
321,Wilkes-Barre,18,1,41.2459,-75.8813
11930,Boonsboro,2,1,39.5501,-77.6503
12044,Coolin,3,1,48.6035,-116.839
12038,Puryear,2,1,36.434,-88.3322
12035,Kulpmont,3,1,40.7954,-76.4709
12029,Miles,2,1,31.6024,-100.182
343,Guilford County,6,1,35.924,-79.9478
12022,Bernice,2,1,32.8074,-92.4986
12020,Alsip,3,1,41.6546,-87.7284
12043,Baltimore (Waverly),3,1,39.3289,-76.6052
11922,Astor,3,1,29.1445,-81.6111
421,Northwoods,3,1,38.7069,-90.2974
11914,Glen Rock,3,1,39.8265,-76.6848
11853,Clearlake,6,1,38.9491,-122.631
11852,Kress,2,1,34.3629,-101.728
465,Shirley,14,1,40.7586,-72.872
466,Forest Acres,6,1,34.0197,-80.9893
468,Mckinleyville,22,1,40.9447,-124.116
469,Coloma,3,1,42.2084,-86.2888
11857,New Straitsville,2,1,39.5768,-82.2342
11845,Duchesne,2,1,40.1672,-110.39
11839,Wilson City,2,1,36.9239,-89.2244
11838,Oregon House,2,1,39.362,-121.263
11834,Hales Corners,2,1,42.9519,-88.0672
11826,Bethel (Napaskiak),2,1,60.7854,-161.80100000000004
11825,Mc Kees Rocks (McKees Rocks),2,1,40.473,-80.057
11824,Haymarket,4,1,38.8477,-77.6402
11843,Halethorpe (Arbutus),2,1,39.2562,-76.6631
11820,Indianapolis (Homecroft),2,1,39.6704,-86.1289
11864,Shiro,2,1,30.6146,-95.8869
455,Blountville,20,1,36.527,-82.411
11912,Rhome,2,1,33.0812,-97.4276
11910,Marathon (Duck Key),4,1,24.725,-81.047
11907,Summer Shade,2,1,36.8682,-85.721
11903,Coats,2,1,35.4095,-78.6575
430,Bound Brook,7,1,40.5614,-74.535
432,Harrison County,5,1,38.1701,-86.1752
11865,Coconino (county),3,1,35.2165,-111.594
11895,Mabton,2,1,46.2042,-119.939
437,Port Royal,13,1,32.3862,-80.7029
446,Muscatine,36,1,41.4341,-91.0452
11880,West Goshen,2,1,39.9725,-75.5617
11878,Washington Crossing,2,1,40.2896,-74.8659
453,Taylor County,4,1,39.4238,-79.9874
11870,Oakhurst,2,1,37.372,-119.632
11893,Tescott,2,1,38.9897,-97.8186
9202,Beckville,2,1,32.2396,-94.4584
10772,Hennepin,3,1,34.4928,-97.341
1162,Malta,4,1,48.3627,-107.878
9691,Eastaboga,3,1,33.6227,-85.9795
9692,Wilkes Barre (Bear Creek Township),2,1,41.2328,-75.9384
1857,Dunkerton,5,1,42.5706,-92.1629
9698,Alford,3,1,30.6318,-85.4175
9701,Osteen,4,1,28.8456,-81.1306
1852,Elmwood Park,7,1,41.9251,-87.8127
9706,Excursion Inlet,2,1,58.4173,-135.444
1848,River Hills,2,1,43.1912,-87.9248
9712,Temple Hills (Camp Springs),4,1,38.8033,-76.907
9713,Represa,3,1,38.6895,-121.163
1843,Woodbine,8,1,39.2394,-74.8161
9717,Whitwell,3,1,35.1398,-85.5926
9719,San Antonio (Live Oak),2,1,29.5666,-98.4284
9723,Billings (county),2,1,46.9737,-103.574
1838,Colfax,7,1,46.8341,-117.365
1837,Milwaukee (Greenfield),13,1,43.0563,-87.9439
1835,Port Deposit,3,1,39.6258,-76.0822
9757,Peculiar,2,1,38.7092,-94.4418
1819,Warrick (county),3,1,37.9677,-87.3948
9750,Peyton (Falcon),3,1,38.9383,-104.601
9748,Soddy Daisy (Soddy-daisy),2,1,35.2429,-85.1641
1822,San Lorenzo,5,1,37.6808,-122.138
1824,Sacaton,2,1,33.0767,-111.734
9689,North Vernon,4,1,39.0077,-85.6389
9744,Horton,2,1,34.1801,-86.3543
9738,Barry,2,1,39.7862,-90.9921
9736,Gambell,2,1,63.5084,-171.429
9735,Emmalena,2,1,37.3334,-83.1009
1830,Eagle Springs,3,1,35.2977,-79.6724
9732,Glen Allen,8,1,37.672,-77.5901
1834,Tuttle,5,1,35.2831,-97.7241
9740,Crane,3,1,36.899,-93.5717
1814,Canby,8,1,45.1726,-122.68
9687,Redwood Estates,2,1,37.1564,-121.987
1863,Willoughby,5,1,41.6277,-81.4266
9608,Pequot Lakes,5,1,46.5588,-94.2663
1905,Hockley,4,1,30.0386,-95.81
9613,Antigo,4,1,45.1404,-89.1561
9614,Brazos (county),4,1,30.5294,-96.1893
9616,Gandeeville,3,1,38.6225,-81.5155
9618,East Flat Rock,2,1,35.277,-82.4229
9622,Kingsbury,2,1,29.649,-97.8226
9625,Sebastian (county),5,1,35.3593,-94.3657
1898,Effingham County,3,1,32.3781,-81.3839
9631,Geyserville,2,1,38.7047,-122.905
1896,Okanogan County,2,1,48.536,-118.991
1895,Naugatuck,16,1,41.4908,-73.0242
9634,Placentia,3,1,33.8591,-117.877
9635,Lexington (Arcadia),3,1,35.6627,-80.2563
9636,Kettleman City,3,1,36.0116,-119.964
1892,Royal Palm Beach,24,1,26.6957,-80.2073
9642,Stonewall,5,1,32.1404,-88.7827
1865,Mckees Rocks,2,1,40.4709,-80.0535
1867,Wright,2,1,44.2911,-105.502
9678,Fort McCoy,2,1,29.3825,-81.8903
9676,Hayti,2,1,36.2302,-89.7444
9675,Clarkridge,4,1,36.4884,-92.3
9673,Waco (Gholson),2,1,31.5524,-97.1382
9686,Ada (Byng),2,1,34.7796,-96.6718
1871,Orting,4,1,47.09,-122.189
9662,Lincoln Township,2,1,43.9298,-84.89299999999999
1878,Hometown,4,1,41.7325,-87.7353
9659,John Day,4,1,44.4099,-118.895
1881,Pittsview,2,1,32.1987,-85.0321
1885,Colerain Township,11,1,39.2717,-84.5691
9644,Avoca,3,1,43.1029,-82.7379
1876,Geismar,4,1,30.2558,-90.9939
1812,Travis County,4,1,30.4264,-97.6737
1810,Camano Island,4,1,48.112,-122.432
9764,Papillion,3,1,41.1401,-95.9859
9851,White Plains (Greenburgh),5,1,41.0473,-73.797
9852,Wichita (Oaklawn),2,1,37.6008,-97.2871
1747,Pamlico County,2,1,35.1204,-76.91
1743,Estherville,3,1,43.4042,-94.8253
9865,Muskingum (county),3,1,39.8835,-82.0091
1740,Helena-west Helena,4,1,34.542,-90.652
1737,Maud,2,1,33.3195,-94.315
9872,Marquette (county),3,1,43.7921,-89.3291
9874,Pembine,2,1,45.6013,-87.9941
9876,Eastland,2,1,32.4669,-98.6632
9877,Santa Fe (Nambe),4,1,35.8938,-105.971
9879,Winston (county),4,1,34.2238,-87.6057
1732,Thurston (county),4,1,47.0128,-122.877
9886,Grantsville (Skull Valley),2,1,40.5482,-112.742
1728,Bowie County,4,1,33.4446,-94.1472
9889,Springhill,3,1,32.996,-93.4644
9893,Conejos (county),2,1,37.2749,-106.006
1707,Fallbrook,6,1,33.3747,-117.258
9913,Bloxom,3,1,37.8453,-75.6026
1713,Olmsted Falls,3,1,41.3725,-81.919
9908,Bellville,2,1,29.8966,-96.1879
1716,Birch Tree,2,1,36.99,-91.4902
1717,San Dimas,6,1,34.0868,-117.827
1752,Bullock County,3,1,32.0574,-85.7256
9905,Iron (county),2,1,46.0977,-88.6538
9902,Fort White,3,1,29.8679,-82.6528
1719,Red Cedar,2,1,44.9328,-91.8695
1721,Calexico,9,1,32.6792,-115.5
9898,Logan (West Logan),2,1,37.857,-81.9893
1724,Piqua,16,1,40.1418,-84.2619
9894,Atascosa,3,1,29.2775,-98.759
9904,Albuquerque (Manzano),2,1,34.6467,-106.345
1754,Harford County,4,1,39.534,-76.3475
9845,Somerton,5,1,32.4864,-114.642
9839,Bradenton (Samoset),2,1,27.4669,-82.5466
1793,Tecumseh,5,1,35.2608,-97.1068
9790,Tionesta,5,1,41.4933,-79.45
9789,Lynnfield,3,1,42.5554,-71.0436
1795,Joint Base Elmendorf-richardson,2,1,61.2539,-149.683
9787,Holland Patent,2,1,43.2536,-75.2317
7452,Denali National Park,2,1,63.6539,-148.833
1791,Rockville,9,1,39.047,-77.0924
9781,Clairton (Jefferson Hills),2,1,40.3126,-79.9377
9778,Claremore (Verdigris),3,1,36.3101,-95.5709
9777,Breaks,2,1,37.296,-82.2805
9775,Solvang,2,1,34.5881,-120.148
1804,Putnam County,9,1,38.3995,-81.8997
1806,Frederickson,2,1,47.0963,-122.356
9765,Pittsburgh (Brentwood),2,1,40.3806,-79.9797
9780,Christiana,6,1,35.6793,-86.3011
9606,Easton (Palmer),4,1,40.6879,-75.2524
1790,Concordia Parish,3,1,31.6278,-91.5539
9802,Tracy City,3,1,35.3134,-85.7004
1762,Immokalee,18,1,26.4222,-81.4206
1764,Naperville,16,1,41.7838,-88.2122
9831,Beach,2,1,46.9437,-103.983
9830,Anaheim (Anaheim Hills),2,1,33.8651,-117.763
1767,Youngtown,3,1,33.5996,-112.302
9826,Mineral,4,1,38.0192,-77.9194
9799,Beckley (Sprague),2,1,37.7926,-81.1905
1770,Baxter,11,1,46.3542,-94.2418
1773,Hungry Horse,4,1,48.3858,-114.066
9815,Naknek,2,1,58.7332,-156.858
9814,Alexandria (Fort Hunt),3,1,38.7469,-77.0581
1778,Red Rock Canyon National Conservation Area,2,1,36.194,-115.447
1782,Fair Haven,7,1,43.6081,-73.2739
1784,Hamlin,6,1,43.3092,-77.8229
9821,Weed,2,1,41.5501,-122.492
9921,Gustine,3,1,37.1869,-120.972
9605,Holly Grove,2,1,34.6043,-91.1957
1912,Jordan,5,1,43.075,-76.4041
9294,Fort Worth (Everman),2,1,32.6262,-97.2746
9296,Snowflake,4,1,34.482,-110.095
2096,West Bend,11,1,43.4025,-88.181
9305,Charleston (South Charleston),7,1,38.3661,-81.6974
9310,Melbourne (West Melbourne),5,1,28.0354,-80.6624
2091,Carrick,4,1,40.4023,-79.9885
2085,Mount Olive Township,2,1,40.8515,-74.7329
9320,Lavaca,2,1,35.351,-94.1459
2083,Martin City,2,1,48.3911,-114.035
2081,Blackfeet Indian Reservation,2,1,48.6666,-112.918
9329,Mount Ida,2,1,34.5515,-93.5811
9331,Graham (county),4,1,32.8166,-109.651
9334,Sebago,2,1,43.9273,-70.7256
9340,Cranbury,3,1,40.309,-74.4918
9353,Orlando (Lockhart),7,1,28.615,-81.4277
9358,Fieldale,4,1,36.7004,-79.9395
9359,Hope Hull,3,1,32.1881,-86.3619
9391,Huerfano (county),2,1,37.6325,-105.003
9390,Hardeman (county),3,1,35.0505,-89.1866
9389,Brownsboro,2,1,32.3007,-95.6164
9388,Creston,4,1,41.9326,-88.9648
9387,Chippewa Falls (Eagle Point),2,1,44.9626,-91.345
9386,Wapello (county),2,1,41.0381,-92.3387
2105,Martin County,7,1,27.1524,-80.1866
2041,Brevard County,4,1,28.2639,-80.7214
9371,Steuben (county),4,1,41.6448,-84.9702
2053,West Liberty,4,1,40.2159,-83.7543
2055,Tujunga,2,1,34.2639,-118.297
9363,Wills Point,3,1,32.7134,-96.0066
9362,Muskegon (county),6,1,43.2727,-86.2787
9361,East Naples,2,1,26.0976,-81.7701
9379,Greenlawn,3,1,40.8616,-73.3645
9392,Tyler (county),3,1,39.5541,-80.98100000000002
9282,Wilson (county),7,1,35.7187,-77.9161
9278,Stigler,3,1,35.1793,-95.1037
9209,Babylon,4,1,40.6965,-73.4263
9211,Cuttingsville (Shrewsbury),2,1,43.5508,-72.8954
9212,Yorba Linda,4,1,33.8892,-117.757
9213,Batchelor,2,1,30.8675,-91.6996
9214,Jal,3,1,32.1097,-103.197
2143,Kitts Hill,3,1,38.6056,-82.5584
9217,Camby,3,1,39.6163,-86.3117
9218,Mena,2,1,34.5799,-94.2483
2142,Debary,13,1,28.872,-81.3065
9222,Thayer,3,1,36.5267,-91.5422
2137,Norristown (East Norriton),2,1,40.1514,-75.3222
9226,Cocke (county),3,1,35.9665,-83.1959
2136,Port Bolivar,2,1,29.3808,-94.7644
2134,Cherry Hill,8,1,39.9456,-75.0331
9232,Barren (county),3,1,36.9423,-86.1633
9233,Capitol Heights (Fairmount Heights),2,1,38.9033,-76.9227
2132,Oakboro,4,1,35.2621,-80.3425
9277,Sunman,2,1,39.2209,-85.066
9273,Forrest (county),4,1,31.311,-89.3063
9270,Lettsworth,2,1,30.9351,-91.7185
2111,Palisade,5,1,39.1072,-108.404
2112,Labelle,3,1,26.7518,-81.4377
9264,Charleston (county),5,1,32.7214,-79.9652
9279,Evansdale (Elk Run Heights),2,1,42.4769,-92.2824
2117,Williamson,3,1,37.675,-82.2672
2119,Buncombe County,5,1,35.5931,-82.4753
9255,Umatilla,7,1,45.9189,-119.287
9249,Park City,5,1,40.7152,-111.506
2124,Tumtum (Tum Tum),2,1,47.8912,-117.684
9244,Merchantville,2,1,39.9476,-75.05
9240,Box Elder (county),2,1,41.8342,-113.153
9257,Montour Falls,3,1,42.3694,-76.847
9393,Middle Island,4,1,40.8912,-72.9632
9395,San Antonio (Alamo Heights),2,1,29.4887,-98.4692
2039,Sissonville,6,1,38.5029,-81.6809
9506,Notasulga,3,1,32.5567,-85.7184
9509,Austin (Brushy Creek),2,1,30.2202,-97.7499
9512,Quinton,3,1,33.69,-87.0782
9513,Noorvik,2,1,66.8548,-159.873
9514,Meadowview,3,1,36.7669,-81.8448
9515,Nova,2,1,41.0433,-82.2981
9519,Rutherfordton,6,1,35.3657,-82.0104
1956,Marshville,3,1,34.982,-80.3636
1955,Gibson County,2,1,35.8636,-88.7577
1950,Meeker,2,1,35.4908,-96.895
1948,Danby,3,1,42.3605,-76.4717
9531,Gould,4,1,34.6813,-99.7712
1946,Canterbury,2,1,43.352,-71.5812
1940,Tannersville,3,1,41.0511,-75.3421
9544,Livingston (Coatopa),2,1,32.5632,-88.1382
1938,Seattle (Greenwood),2,1,47.6712,-122.358
9548,Jefferson Davis (county),2,1,31.5319,-89.6842
9592,Stanton (Bowen),2,1,37.8063,-83.7663
9591,Rootstown,5,1,41.0908,-81.2207
9586,Charleston (Big Chimney),3,1,38.4065,-81.5388
9585,Pleasant View,4,1,37.5818,-108.796
9576,Sutton (Sutton-Alpine),2,1,61.7423,-148.9
9571,Amesbury,4,1,42.8553,-70.9776
9504,Littlestown (White Hall),3,1,39.7445,-77.08800000000002
9569,Spring Run,2,1,40.1341,-77.766
9566,Sabine Pass,2,1,29.7201,-93.8717
9565,Mcpherson (county),2,1,38.3693,-97.6642
9563,Bertie (county),2,1,36.1716,-77.2218
9559,Mc Coll (Mccoll),3,1,34.6676,-79.5469
9553,Pitcairn,5,1,40.405,-79.7775
9552,Noma,2,1,30.9802,-85.6189
9568,Mccomb (McComb),2,1,31.2308,-90.3694
9498,War (English),2,1,37.3041,-81.6807
1969,Millcreek,8,1,42.1021,-80.1561
9496,Pierce (county),8,1,47.0815,-122.245
9434,Cullen,2,1,32.9677,-93.4537
9432,Ruskin,12,1,27.7057,-82.4018
9431,Hocking (county),3,1,39.4124,-82.7448
9429,South Amboy,2,1,40.4962,-74.2987
2021,Woodson Terrace,2,1,38.7355,-90.3565
9418,Oil City (Caddo),49,1,32.7485,-93.9895
9438,Buda,5,1,30.0494,-97.8375
9417,Monroeton (Monroe),3,1,41.6845,-76.5252
2026,Diberville,7,1,30.4575,-88.8885
2027,North Fort Myers,13,1,26.6463,-81.9161
9411,Fort Towson,3,1,34.0202,-95.2675
9410,Lilesville,2,1,34.9905,-80.0756
9408,Cawood,2,1,36.7933,-83.2546
9401,Kurten,2,1,30.7847,-96.2652
2025,Heltonville,2,1,38.9868,-86.3893
9603,Hurlock,3,1,38.6215,-75.8508
9439,Saint Louis (Richmond Heights),4,1,38.6292,-90.3105
9443,East Taunton,2,1,41.8847,-70.9937
1981,D'Iberville,3,1,30.4446,-88.8884
1985,Forrest County,6,1,31.1358,-89.292
1988,Menomonie,6,1,44.8826,-91.8998
1990,Baltimore County,10,1,39.3727,-76.4894
9467,Berks (county),4,1,40.3254,-75.6762
9465,Screven,2,1,31.5421,-82.1226
9440,Miami (Palmetto Bay),2,1,25.7609,-80.4209
1998,Keene,27,1,42.9283,-72.2756
2002,Boardman,5,1,45.8246,-119.708
2005,South Burlington,5,1,44.4703,-73.1651
9450,Henley,3,1,38.427,-92.3122
2008,Helena-West Helena,4,1,34.5461,-90.639
9446,Fort Walton Beach (Okaloosa Island),4,1,30.4472,-86.62899999999998
9444,Bixby,4,1,35.9828,-95.8815
9457,Laurens (county),3,1,32.5312,-82.9326
9922,Bedias,3,1,30.8,-95.8907
9924,Oakmont,2,1,40.5131,-79.8426
9925,Clarklake,2,1,42.1481,-84.3259
10483,Thompsons Station,3,1,35.7822,-86.8838
10485,Mayes (county),2,1,36.1922,-95.3419
10487,Woodhaven,2,1,40.6934,-73.8481
1354,Harts,3,1,38.0719,-82.1471
1352,Robertsville,9,1,38.3442,-90.8031
10492,Bob White,2,1,37.95,-81.7139
10506,Pittsburgh (Bloomfield),3,1,40.5408,-79.8394
10510,Modoc (county),2,1,41.4565,-120.629
10512,Cable,2,1,40.1664,-83.5952
1334,Yankton,10,1,42.8932,-97.3797
10517,Maize,2,1,37.7547,-97.4448
10523,Toombs (county),3,1,32.0366,-82.2755
10525,Maitland,5,1,28.6233,-81.3633
1323,Snow Hill,5,1,38.1722,-75.3985
10532,Lanesboro,2,1,43.6585,-91.9018
10533,Brady,2,1,41.0298,-100.457
10534,Tell City,2,1,37.9584,-86.7645
10573,Bitely,3,1,43.7645,-85.8488
10571,Montgomery City,2,1,38.9764,-91.5141
10568,Hyattsville (Lewisdale),2,1,38.9725,-76.9776
10566,Christopher,2,1,37.9736,-89.0538
10565,Hammon,2,1,35.6328,-99.3769
10562,Plain Dealing,4,1,32.9097,-93.7029
10482,Hanoverton,2,1,40.7559,-80.9628
10561,Perkasie,2,1,40.3711,-75.2906
10550,Leachville,2,1,35.9892,-90.1583
10543,Houma (Bayou Blue),3,1,29.5935,-90.7447
10541,Waldorf (Saint Charles),3,1,38.589,-76.8999
1319,Yorkville,9,1,41.6542,-88.4508
10538,Larue,2,1,32.0738,-95.5925
10537,Elyria (Ridgeville),2,1,41.3689,-82.0188
10560,Van Horn,2,1,31.0433,-104.827
1299,Sperry,6,1,36.3181,-96.0494
10480,Loranger,4,1,30.6243,-90.3719
10470,Wetumka,2,1,35.1739,-96.2301
10396,Mannford,2,1,36.1215,-96.357
10397,Oakman,2,1,33.7289,-87.3499
1405,Wareham,14,1,41.7743,-70.6562
1404,Idaho Springs,3,1,39.7436,-105.529
10400,Decatur (county),2,1,39.7758,-100.46
10401,Mashantucket,2,1,41.4574,-71.9747
1402,Walnut Ridge,7,1,35.9044,-90.9439
10405,Ringtown,3,1,40.8402,-76.2261
10410,Middlesboro,5,1,36.6058,-83.7267
10413,Berthoud,4,1,40.2982,-105.109
1393,Saint Amant,2,1,30.2407,-90.8493
10416,El Paso (Socorro),2,1,31.65,-106.292
10418,Manteno,3,1,41.2795,-87.8654
10423,Nashville (Donelson),4,1,36.1535,-86.6621
10425,Milwaukee (Glendale),3,1,43.1167,-87.9167
1382,Lake Mills,4,1,43.0695,-88.8987
10433,Streetsboro,5,1,41.2488,-81.3482
10464,Rayville,4,1,32.4667,-91.7469
10455,Hooper,2,1,37.7474,-105.886
10453,Orlando (Orlo Vista),3,1,28.5475,-81.4479
10451,Pecks Mill,2,1,37.9402,-81.9692
10449,Montrose (county),4,1,38.4823,-107.862
10448,Hickman,3,1,36.5671,-89.1798
10477,Pearce (Sunizona),2,1,31.877,-109.648
10446,Mc Leansboro,2,1,38.0964,-88.5314
10442,Willcox,3,1,32.262,-109.841
10441,Crawford,5,1,33.3083,-88.6224
1379,Cockeysville,4,1,39.4887,-76.6471
10436,Commack,4,1,40.8427,-73.2959
10435,Kincaid,3,1,38.0407,-81.2702
1381,Bridgewater,17,1,41.9954,-70.9734
10445,Lewistown,4,1,40.6112,-77.5649
10580,Los Angeles (Firestone Park),2,1,33.9612,-118.246
10581,Mission (Fairway),2,1,39.0205,-94.6398
1294,Flower Mound,9,1,33.0629,-97.0634
1212,Gregg County,5,1,32.4182,-94.8459
10696,Kenwood,2,1,38.4415,-122.538
10697,Nettie,2,1,38.25,-80.6751
10699,Taos (Valle Escondido),2,1,36.3699,-105.469
1209,Del City,5,1,35.4538,-97.4573
1208,Valley Glen,2,1,34.1759,-118.421
10702,Chicora,3,1,40.9453,-79.7363
10706,Los Fresnos,3,1,26.0724,-97.4732
10707,Narvon,2,1,40.0963,-75.9764
10709,Acme,2,1,48.6821,-122.172
1200,Cheektowaga,8,1,42.9207,-78.7963
10714,St. James,2,1,30.0922,-90.9298
1199,Ramah,2,1,35.1331,-108.492
10717,Vanduser,2,1,36.9932,-89.6834
10719,Gakona (Slana),2,1,62.7142,-143.986
10722,Desoto (county),3,1,34.8705,-89.7694
10731,Marland,2,1,36.5632,-97.1524
10767,Clarksburg (Stonewood),3,1,39.2502,-80.3161
10761,Harper Heights,2,1,37.804,-81.2341
10751,Saint Johns (St Johns),2,1,30.0573,-81.54
1176,Cody,6,1,44.5401,-109.035
1177,Glenwood,8,1,34.3347,-93.5427
1180,Verdigris,3,1,36.2476,-95.6674
10693,Flomaton (Pollard),2,1,31.0002,-87.2608
1181,Claycomo,2,1,39.2025,-94.4925
1183,Normandy Park,2,1,47.4389,-122.353
10737,Barnesville (Somerton),2,1,39.9883,-81.1772
10736,Soquel,3,1,36.9928,-121.957
10734,Medicine Lodge,2,1,37.2921,-98.5787
10733,Danby (Mount Tabor),2,1,43.3507,-72.9805
10732,Fairmont (White Hall),2,1,39.4251,-80.1911
10743,Epps,2,1,32.5991,-91.4805
1214,Bruceton Mills,6,1,39.6589,-79.619
1217,Fernley,11,1,39.6077,-119.256
10684,Bullard (Mount Selman),2,1,32.0723,-95.3277
10638,West Wendover,4,1,40.7387,-114.047
1251,Onalaska,8,1,43.9343,-91.3
10635,Kankakee (county),4,1,41.1204,-87.8676
10630,Cowlitz (county),3,1,46.1525,-122.967
10623,Daviess (county),4,1,37.7636,-87.1137
10617,Tawas City,2,1,44.2773,-83.5069
1247,Port Gibson,4,1,31.9471,-90.982
10615,Grand Junction (Fruitvale),5,1,39.0885,-108.516
10607,Clendenin (Quick),4,1,38.4091,-81.3586
10602,Melba,3,1,43.3508,-116.709
10595,Antreville (county),2,1,34.1932,-82.4099
1288,Red Bluff,99,1,40.183,-122.22
1290,Castle Hayne,6,1,34.317,-77.936
10586,Broseley,2,1,36.6941,-90.2817
1274,Oviedo,12,1,28.6799,-81.1796
10393,Grenada (county),2,1,33.7766,-89.7433
1245,Parma,16,1,42.2475,-84.5374
10646,Many (Sabine),2,1,31.5235,-93.5497
10683,Pine Ridge (Pine Ridge Reservation),2,1,43.2322,-102.697
10680,Busti,2,1,42.0704,-79.2519
10675,Nicholas (county),3,1,38.2897,-80.8501
10673,Bluefield (Brush Fork),3,1,37.331,-81.2131
10671,Marlboro (county),3,1,34.6344,-79.6899
1230,Bernalillo (county),13,1,35.0528,-106.729
1243,Pinson,7,1,33.6626,-86.6584
10667,La Salle,5,1,41.8237,-83.4357
10664,Niota,2,1,35.5862,-84.5959
10661,Zanesfield,2,1,40.3406,-83.62700000000002
10660,Sandy Creek,2,1,43.6586,-76.1123
1235,Crane Hill,2,1,34.0154,-87.0722
1238,Federal Heights,10,1,39.8491,-104.999
10651,Howard Beach,2,1,40.6679,-73.8492
10666,Sabillasville,2,1,39.6621,-77.4402
10383,Mead,4,1,41.2342,-96.5028
10380,Cochran,2,1,32.3875,-83.3512
10375,Birmingham (Grayson Valley),3,1,33.6572,-86.6312
10013,South County,2,1,39.0931,-93.5456
10014,Dillonvale,2,1,40.1967,-80.804
10015,Polebridge,2,1,48.841,-114.362
1655,Livingston Parish,4,1,30.5273,-90.9196
10026,Rocky River,7,1,41.4735,-81.8338
10031,Ekuk,2,1,58.8122,-158.561
10034,Jamison,2,1,40.2651,-75.0834
10036,Glorieta,2,1,35.5694,-105.757
10038,Orlando (Hiawassee),2,1,28.5761,-81.4421
10039,Scioto (county),3,1,38.7594,-82.9576
10049,Lees Summit (Lee's Summit),2,1,38.905,-94.3454
10053,Ivanof Bay,2,1,55.9105,-159.49200000000005
10056,Pickett,2,1,43.916,-88.6626
1631,Pinconning,3,1,43.8533,-83.9672
10061,Calloway (county),4,1,36.6175,-88.29700000000003
10065,East Saint Louis (East St Louis),3,1,38.6297,-90.1383
1624,Hillsborough,15,1,36.0859,-79.0973
10119,Lakeville,5,1,41.5226,-86.2746
1590,Welsh,7,1,30.2363,-92.8266
10113,Rangeley,2,1,44.9664,-70.6455
10110,Scio,3,1,42.2192,-77.9216
1603,Carteret,4,1,40.5812,-74.2201
10094,Ypsilanti (Augusta Township),2,1,42.1562,-83.6494
1663,Broward County,4,1,26.2162,-80.2439
10091,Gurdon,2,1,33.9057,-93.1504
10087,Clarks Point,2,1,58.8346,-157.986
1613,Stull,2,1,38.9711,-95.4558
10083,Calumet (Laurium),2,1,47.2384,-88.4352
10081,Minneapolis (Blaine),9,1,44.8282,-93.3947
1619,Minneola,4,1,28.5738,-81.7292
10071,Apollo Beach,4,1,27.7778,-82.4161
10088,Eek,2,1,59.8315,-162.016
10009,Canyon Dam (Canyondam),2,1,40.1924,-121.122
1665,Daviess County,5,1,38.7006,-87.1297
10003,Summerdale,4,1,30.4945,-87.7084
9949,Nogal,2,1,33.4989,-105.69
9948,Landrum,3,1,35.1537,-82.2253
9946,Carlisle (county),2,1,36.8273,-88.8646
9943,Eight Mile,6,1,30.7782,-88.1342
9942,Heber Springs,3,1,35.3941,-91.9836
1701,Boscobel,2,1,43.1726,-90.7299
9950,Pippa Passes,3,1,37.3583,-82.8474
9940,Lewisport,3,1,37.9317,-86.9221
9933,Laguna,2,1,34.9929,-107.238
9932,Discovery Bay,3,1,37.9078,-121.615
9931,Bleckley (county),2,1,32.3447,-83.3036
9929,Bucks,2,1,31.0097,-88.0248
1705,Nez Perce County,2,1,46.4182,-116.623
9926,Steele (county),2,1,44.0802,-93.223
9938,Stoneham,2,1,42.4753,-71.1043
10122,Manchester Township (Manchester),2,1,40.0432,-74.2931
1698,Perdido,4,1,31.022,-87.6456
1696,Peck,3,1,46.4709,-116.421
1669,Northampton,12,1,40.7002,-75.5062
9998,Genoa,4,1,41.4535,-97.7456
9995,Manokotak,3,1,58.8634,-159.127
9991,Rush Springs,2,1,34.7826,-97.964
9989,Saint Paul (Falcon Heights),2,1,44.9918,-93.1702
9986,Summit Argo (Summit),3,1,41.7925,-87.7893
9954,Grass Valley,7,1,39.0595,-121.014
9984,Driggs,3,1,43.7314,-111.099
1686,Indian Land,5,1,34.9792,-80.8558
9971,Peralta,3,1,34.8292,-106.672
9970,Oktibbeha (county),2,1,33.5148,-88.91799999999998
9966,Salemburg,2,1,34.9812,-78.4984
9963,Lowmansville,2,1,37.9209,-82.73200000000001
9960,Lawrenceburg (Greendale),4,1,39.1241,-84.8478
9980,Palos Park,3,1,41.6766,-87.8283
10770,Foss,2,1,35.3608,-99.1766
10126,Lexington (Edmund),3,1,33.8647,-81.1989
10134,Coward,2,1,33.963,-79.7336
10244,Flossmoor,4,1,41.5442,-87.6725
10251,Glasford,3,1,40.5932,-89.8775
10256,Owingsville,2,1,38.1478,-83.7129
10257,Libertyville,3,1,42.2488,-87.9458
1493,Mc Cool,2,1,33.1459,-89.4497
1490,Finley,3,1,36.0323,-89.4832
10267,Russell Springs,4,1,37.1476,-85.0271
10279,New Matamoras,2,1,39.5077,-81.0804
1477,Chambers County,4,1,29.77,-94.6636
10302,Denver (Federal Heights),7,1,39.8498,-105.001
10305,Port Clinton,2,1,41.5051,-82.9792
1462,Oak Cliff,8,1,32.6622,-96.8213
1461,Chestertown,4,1,39.2187,-76.0633
10309,Winthrop Harbor,3,1,42.4714,-87.8477
10311,Liverpool (Salina),4,1,43.0855,-76.1706
10317,La Pine,4,1,43.7243,-121.526
10329,Reedy,2,1,38.8513,-81.3952
