cities,incidents,latitude,longitude
Ortonville (Brandon),3,42.8663,-83.4053
Clementon (Pine Hill),3,39.7942,-75.0005
Henniker,3,43.1961,-71.5588
Canastota,3,43.0745,-75.7497
Conifer,3,39.8489,-104.99
Cherry Valley,3,42.2149,-88.9847
Oklahoma City (The Village),3,35.4733,-97.5182
Belfast (Waldo),3,44.4469,-69.0209
Scarbro,3,37.9547,-81.1698
Broadway,3,35.4319,-79.0296
Milton Freewater,3,45.9439,-118.398
Saluda,3,34.0098,-81.7603
Lower Paxton,3,40.3096,-76.7716
Camden County,3,30.8983,-81.6035
Little Egg Harbor,3,39.5931,-74.3587
Salado,3,30.9495,-97.5428
Putnam Valley,3,41.3764,-73.8447
Belfield,3,46.8961,-103.191
Flat Rock,3,42.1118,-83.2748
Wilkinson,3,37.8259,-81.9983
Leonardtown,3,38.2719,-76.6284
Newfane,3,43.332,-78.7339
Lafollette,3,36.4332,-84.0138
Nesconset,3,40.8326,-73.1435
Wagner,3,43.0557,-98.2923
Brattleboro (Halifax),3,42.8815,-72.5842
Frankford,3,38.5394,-75.1316
Rockaway Beach,3,45.6104,-123.945
Clearwater ,3,27.9619,-82.798
Mcfarland,3,43.0249,-89.2801
Greenwich Township,3,39.4052,-75.3499
Harahan,3,29.9429,-90.1991
Gahanna,3,40.0379,-82.8907
Mecosta County,3,43.5045,-85.3329
Dougherty County,3,31.5761,-84.0918
Laurens County,3,34.5067,-81.9483
McMinn (county),3,35.431,-84.7713
Hill County,3,32.0622,-97.179
Delran,3,39.9976,-74.9522
Frederick (county),3,39.403,-77.2949
Lyon,3,42.464,-83.5596
Tigerton,3,44.7381,-89.0473
Ball Ground,3,34.3266,-84.3665
Miramar Beach,3,30.3844,-86.3876
Amelia Court House,3,37.3512,-77.9174
Larksville,3,41.2477,-75.9316
Pink Hill,3,35.0508,-77.7428
Wolfforth,3,33.5179,-102.012
Ruby,3,42.0191,-74.0108
Etna Green,3,41.2776,-86.0483
Culver,3,44.5287,-121.273
Old Orchard Beach,3,43.5137,-70.3777
Corfu (Pembroke),3,42.9771,-78.3946
Wilmington (Stanton),3,39.7125,-75.6484
Harvard,3,42.5117,-71.5386
Nedrow,3,42.9501,-76.1787
Volga,3,44.2456,-97.039
Dandridge,3,35.9836,-83.328
Mondovi,3,44.5678,-91.6716
Southbury,3,41.5004,-73.1844
East Meadow,3,40.7285,-73.5465
Harbeson,3,38.6746,-75.2465
Spartanburg County,3,34.9792,-81.9602
Hardin (county),3,37.6047,-86.0033
East Norriton,3,40.125,-75.3362
Miami (county),3,40.0365,-84.2113
Haubstadt,3,38.1704,-87.6238
Watchung,3,40.6434,-74.425
Clackamas (county),3,45.3386,-122.235
Downsville,3,32.5856,-92.3953
Reed,3,37.86,-87.3842
Canfield,3,41.0266,-80.7556
Dawson Springs,3,37.1097,-87.6435
Candia,3,43.0616,-71.2887
Myrtle Beach (Carolina Forest),3,33.7538,-78.9426
Pueblo (Blende),3,38.2857,-104.583
Mechanicsburg (Upper Allen),3,40.2492,-76.9988
Stroud,3,35.7449,-96.6577
Holmes Beach,3,27.5165,-82.719
Belington,3,39.0227,-79.9441
Duncansville,3,40.4208,-78.4053
Lindenhurst,3,40.7039,-73.3743
Fleming Island,3,30.0971,-81.7131
Tyngsborough,3,42.6786,-71.4242
Cadillac,3,44.2346,-85.4313
Alpharetta (Johns Creek),3,34.0336,-84.1906
Morton (county),3,46.8272,-100.899
Elmsford,3,41.0628,-73.8008
Litchfield Park,3,33.5062,-112.36
Heiskell,3,36.1064,-84.0223
Harford,3,41.8021,-75.7721
Halifax County,3,36.2348,-77.8835
Exeter (Kensington),3,42.9251,-70.9461
Bronson,3,41.8537,-85.1928
Whitestone,3,40.7933,-73.8116
Cabell County,3,38.3755,-82.2782
Advance,3,35.8639,-80.408
Ronkonkoma (Lake Ronkonkoma),3,40.8438,-73.0987
Drummonds,3,35.4543,-89.8998
Rio Grande,3,39.0139,-74.8735
Paauilo,3,20.0301,-155.417
McHenry,3,39.5552,-79.3437
Templeton,3,35.5574,-120.801
Mississippi (county),3,35.8862,-90.2043
Richland Hills,3,32.8185,-97.2344
Crooked Creek,3,61.87,-158.111
Cheyenne (county),3,39.7727,-101.806
Talmo,3,34.225,-83.6922
Park Hills,3,37.8819,-90.6268
Branchville,3,33.2513,-80.8157
Noble,3,35.1323,-97.3924
Markleville,3,39.9757,-85.6031
Gravois Mills,3,38.2962,-92.8105
Crawfordsville,3,40.0102,-86.7981
Sioux Falls ,3,43.5148,-96.7785
Mccracken (county),3,37.0834,-88.6375
Daniels,3,37.7357,-81.1326
Gratiot (county),3,43.3794,-84.6645
Hampton Beach,3,42.9051,-70.814
Sergeant Bluff,3,42.3986,-96.3652
North Arlington,3,40.7934,-74.1327
Aragon,3,34.1081,-85.0758
Roseboro,3,34.9708,-78.5267
Agoura Hills,3,34.1101,-118.754
Lerona,3,37.4794,-80.984
Bechtelsville,3,40.3812,-75.616
Gallia County,3,38.7556,-82.2177
Burnham,3,44.6754,-69.3704
Cottonwood Heights,3,40.6172,-111.879
Marin City,3,37.8711,-122.509
Chicago (Norridge),3,41.9528,-87.8123
Deposit,3,42.0778,-75.4315
Virgil,3,42.5063,-76.1576
Chocowinity,3,35.4808,-77.0853
Lehighton,3,40.7545,-75.7528
Gordon,4,31.1422,-85.1117
Chestertown,4,39.2187,-76.0633
Butte Falls,4,42.5445,-122.566
La Pine,4,43.7243,-121.526
Central Lake,4,45.1082,-85.252
Atlanta (Doraville),4,33.9014,-84.276
Mecosta (county),4,43.6962,-85.4789
Maries (county),4,38.099,-91.8569
Liverpool (Salina),4,43.0855,-76.1706
Bernalillo County,4,35.0178,-106.629
Latham,4,42.7532,-73.7689
Middlesex,4,40.585,-74.4849
East Elmhurst,4,40.7726,-73.8736
Spring Hill (Weeki Wachee),4,28.5361,-82.5818
Fort Edward,4,43.2595,-73.5786
Streator,4,41.1256,-88.839
Ellensburg,4,46.9261,-120.51
Osseo (Maple Grove),4,45.1294,-93.4143
Selah,4,46.6569,-120.536
Miller,4,37.2159,-93.8337
Constantia,4,43.2515,-76.0126
Big Bear Lake (Big Bear),4,34.2565,-116.854
Brunswick (county),4,34.2366,-78.061
West End,4,35.272,-79.6055
South Roxana,4,38.8232,-90.0581
Fairfield County,4,34.2753,-81.0819
Wexford,4,40.632,-80.1045
Yerington,4,39.013,-119.071
Morongo Valley,4,34.0662,-116.563
Teton (county),4,43.4757,-110.77
Summerton,4,33.6136,-80.4219
Aldie,4,38.9453,-77.559
Tishomingo (county),4,34.832,-88.2053
Allegan,4,42.5299,-85.8606
Pioneer,4,41.6723,-84.5543
Rockaway,4,40.9067,-74.5635
Highlands,4,29.8056,-95.0484
La Porte (Laporte),4,41.6721,-86.6998
New Canaan,4,41.1377,-73.4912
Plattekill,4,41.7021,-74.038
Wake (county),4,35.7391,-78.5555
Mill Valley,4,37.8958,-122.516
Josephine,4,37.6305,-81.2387
Leechburg,4,40.6295,-79.6027
Jupiter (Tequesta),4,26.9592,-80.1074
Fort Lauderdale (Ft Lauderdale),4,26.1362,-80.1737
Alfred,4,42.253,-77.7965
Ruston (Vernon),4,32.5232,-92.6379
Kermit,4,31.8521,-103.094
Pinetop,4,34.1548,-109.975
Glendale Heights,4,41.9116,-88.0954
Arlington (Lakeland),4,35.2123,-89.7275
Campbellsburg,4,38.6734,-86.3163
Caruthersville,4,36.1927,-89.6665
Narrowsburg,4,41.5857,-75.0244
Liberty County,4,30.1634,-94.8106
Masury,4,41.2134,-80.5273
Lowville,4,43.8025,-75.4715
Sonoma County,4,38.3692,-122.539
Parksley,4,37.7432,-75.6417
Bella Vista,4,36.4467,-94.2081
Calverton,4,40.9044,-72.7665
Bourbonnais,4,41.1656,-87.8516
Monroe (Kiryas Joel),4,41.2826,-74.2413
Coushatta,4,32.0022,-93.3289
Prince William (county),4,38.6457,-77.3655
Fallsburg,4,41.7073,-74.6169
Rehoboth,4,41.8,-71.2449
Crockett (county),4,35.7096,-89.0848
Hopkins County,4,37.4602,-87.5732
Oskaloosa,4,41.2926,-92.6427
Phippsburg,4,43.79,-69.7991
Lower Kalskag,4,61.5188,-160.355
Bonner Springs,4,39.0641,-94.903
Marlin,4,31.3075,-96.9014
Big Bear Lake,4,34.2457,-116.904
Omega,4,31.3181,-83.5938
Wilkes Barre (Wilkes-barre),4,41.25,-75.8562
Trenton (Robbinsville),4,40.2225,-74.5873
Mc Kee,4,37.49,-84.0924
Keavy,4,37.0248,-84.1727
Elmore (county),4,32.4692,-85.9348
Youngwood,4,40.2333,-79.5833
Port Saint Joe,4,29.9241,-85.3874
Nelsonville,4,39.383,-82.2771
Florence (county),4,34.2071,-79.8396
El Dorado Springs,4,37.8746,-94.0271
Fort Stockton,4,30.8806,-102.89
Murrysville,4,40.4803,-79.6759
Cincinnati (Cumminsville),4,39.1543,-84.5544
Whitesboro,4,43.1265,-75.2927
Sarcoxie,4,37.0669,-94.1231
New Orleans (Carrollton),4,29.9452,-90.1292
Five Points,4,33.0741,-85.2865
Girdwood,4,60.8462,-149.056
Belleville (Sumpter Twp),4,42.1052,-83.4799
Coleman,4,31.8272,-99.427
Butner,4,36.1396,-78.7476
Rich Square,4,36.274,-77.2843
Bunnlevel,4,35.3075,-78.8502
Bowie (county),4,33.4095,-94.0953
Sevier County,4,35.912,-83.6763
Sanilac County,4,43.2551,-82.5282
East Greenbush,4,42.5971,-73.6796
Shinnston,4,39.3658,-80.2063
Woodlyn,4,39.877,-75.3526
Mundy Township,4,42.9435,-83.7629
Clarke (county),4,32.0612,-88.8093
Cohoes,4,42.7715,-73.7043
Callaway County,4,38.6119,-92.0273
Mohave Valley,4,34.9025,-114.615
Indian Head,4,38.5987,-77.1697
Perrysville,4,40.6577,-82.3115
Holbrook,4,42.1549,-71.0085
Cedar Lake,4,41.3666,-87.4369
Solana Beach,4,32.9874,-117.271
Spring Creek,4,40.7359,-115.583
Pine City,4,45.8173,-92.9686
Mount Rainier,4,38.9375,-76.9589
Smoaks,4,33.1213,-80.8103
Lake Forest,4,33.6431,-117.71
Windsor Heights,4,41.6125,-93.7129
West Bloomfield,4,42.5825,-83.3508
Ray,4,42.7603,-82.9734
Kunkletown,4,40.8318,-75.4439
Calabasas,4,34.1304,-118.705
San Carlos,4,32.8145,-117.053
Southborough,4,42.2914,-71.5294
Marlow,4,34.6362,-97.9312
St Matthews,4,33.7236,-80.766
Herkimer,4,43.0349,-74.9865
Rossford,4,41.5977,-83.5538
Whites Creek,4,36.2768,-86.7966
Titus (county),4,33.1756,-94.9738
Cape Canaveral,4,28.392,-80.6021
Mitchellville,4,38.9343,-76.8251
Plainfield (North Plainfield),4,40.5869,-74.4363
Redford (Redford Twp),4,42.3669,-83.288
Honea Path,4,34.5042,-82.323
Winnfield,4,31.9229,-92.653
Ash,4,33.9493,-78.6082
Hercules,4,38.0092,-122.275
Centertown,4,38.6342,-92.3967
Moulton,4,34.4637,-87.2837
Kenly,4,35.68,-78.1346
Healy,4,63.8795,-148.999
Kelly,4,34.474,-78.2727
Roundup,4,46.4185,-108.52
Grasonville,4,38.9561,-76.1929
Mount Angel,4,45.0712,-122.801
Miami (Miami Shores),4,25.8788,-80.1961
Cantwell,4,63.4364,-148.697
Cleveland (Lyndhurst),4,41.4901,-81.6697
Basom,4,43.0964,-78.391
Arcanum,4,39.9903,-84.5532
Gurnee,4,42.3821,-87.8897
Rhinelander,4,45.6477,-89.4091
Texas (county),4,37.5006,-91.8606
Sanderson,4,30.1413,-102.399
Aitkin,4,46.6092,-93.5695
Pope County,4,35.2953,-93.031
Nokomis,4,27.1194,-82.4303
Devine,4,29.586,-98.6182
Thaxton,4,37.3529,-79.6164
Saltsburg,4,40.4469,-79.4409
Port Chester,4,41.0146,-73.658
Bulloch (county),4,32.3601,-81.7437
Minneapolis (Robbinsdale),4,45.0149,-93.3228
New Hampton,4,41.4085,-74.4119
Strafford,4,43.3112,-71.1331
Caddo Parish,4,32.2628,-94.0194
Louisville (Jeffersontown),4,38.1757,-85.5467
Mountainburg,4,35.6241,-94.1585
Whitney,4,32.0178,-97.3824
Rathdrum,4,47.8732,-116.804
Oldsmar,4,28.0527,-82.6996
New Windsor,4,41.4678,-74.0552
Price,4,39.4854,-110.933
Lakewood (Joint Base Lewis Mcchord),4,47.2126,-122.481
Crystal River,4,28.8743,-82.5385
Pomona Park,4,29.4958,-81.6027
Odenville,4,33.6498,-86.4488
Diamond Springs,4,38.6948,-120.813
Stuttgart,4,34.5068,-91.5557
Bennett,4,35.509,-79.5066
Shasta Lake,4,40.66,-122.354
Tickfaw,4,30.5772,-90.5163
Harvey (Dixmoor),4,41.6331,-87.658
Lauderdale,4,32.5285,-88.5765
Joppa,4,39.4758,-76.3408
Malone,4,31.9169,-96.8968
Suffield,4,41.9609,-72.6234
Centennial,4,41.1917,-106.107
Corinna,4,44.954,-69.2581
LaGrange,4,38.4161,-85.3713
Selinsgrove,4,40.7994,-76.862
Sauk Village,4,41.4936,-87.5766
Weld (county),4,40.5559,-104.185
Coshocton,4,40.2764,-81.8669
Redwood Valley,4,39.2548,-123.209
Tulare County,4,36.0586,-119.107
Edcouch,4,26.2936,-97.9732
Randall County,4,35.0575,-101.911
Kingston (Edwardsville),4,41.2739,-75.91
Yellville,4,36.228,-92.6233
Old Hickory,4,36.2393,-86.5585
Pigeon Forge,4,35.77,-83.5449
Varnville,4,32.8234,-81.0453
North Bennington,4,42.9129,-73.233
Henryetta,4,35.4451,-95.9833
Dixie County,4,29.4459,-83.0287
Essexville,4,43.592,-83.8471
Hadley,4,42.3455,-72.576
El Reno,4,35.5227,-97.9016
East Liverpool,4,40.6301,-80.5625
Norfork,4,36.1596,-92.3556
Oakland County,4,42.6992,-83.3065
Spring (Shenandoah),4,32.5106,-101.345
Sudbury,4,42.3817,-71.4286
Adger,4,33.3902,-87.0913
Wentworth,4,36.3917,-79.7526
Kennebunk,4,43.4121,-70.5905
Tippah (county),4,34.7403,-88.913
El Dorado County,4,38.6776,-120.768
Hancock County,4,30.264,-89.4156
Fleetwood,4,40.4565,-75.8162
East Falmouth,4,41.5786,-70.5586
Conshohocken,4,40.0687,-75.2979
Billerica,4,42.5803,-71.2772
Affton,4,38.5504,-90.3077
Pope (county),4,35.4743,-92.9748
Bossier (county),4,32.5512,-93.7045
Boring,4,45.4292,-122.341
Keystone Heights,4,29.7935,-81.9997
Sedgwick County,4,37.5593,-97.2783
Hapeville,4,33.6664,-84.4086
Forest Lake,4,45.2953,-92.9195
Casey County,4,37.5159,-84.8661
Signal Mountain,4,35.1394,-85.3495
Kountze,4,30.4075,-94.4032
Millstadt,4,38.454,-90.0821
Gladwin,4,44.229,-84.3884
Dodge County,4,32.2883,-83.2587
Mattituck,4,40.9913,-72.5828
Nenana,4,64.3522,-149.043
Roland,4,35.4158,-94.5135
Harleyville,4,33.2162,-80.4362
Sunbright,4,36.257,-84.6703
Kerman,4,36.7056,-120.079
Fresno County,4,36.7069,-119.769
Swanton,4,41.5968,-83.8029
Imperial Beach,4,32.5823,-117.107
Mathis,4,28.0913,-97.8328
Kanawha City,4,38.3228,-81.5842
Kimberly,4,33.78,-86.8158
Rockton,4,42.4539,-89.0241
Ellijay,4,34.6621,-84.3549
Paisley,4,29.0127,-81.5025
Melvindale,4,42.2755,-83.1931
Tylertown,4,31.1974,-90.1504
Stonington,4,41.3506,-71.9034
Potosi,4,37.9651,-90.8628
Everson,4,48.8702,-122.296
Madera (county),4,36.9861,-120.058
Stone (county),4,36.6837,-93.3774
Williamson County,4,37.809,-89.0218
Hallsville,4,32.5483,-94.6502
Hooper Bay,4,61.5003,-165.711
Saint Louis (Sunset Hills),4,38.5536,-90.4069
Kern County,4,35.4937,-118.86
Bradley County,4,35.1938,-84.8568
Caribou,4,46.9113,-68.0176
Buzzards Bay,4,41.7496,-70.6035
Wolfeboro,4,43.5857,-71.2065
Wise County,4,33.2896,-97.6982
Rollinsford,4,43.2244,-70.8372
Hoquiam,4,46.9928,-123.887
Stayton,4,44.7874,-122.678
Saint Louis Park,4,44.953,-93.381
Cloverdale,4,38.8101,-123.025
South Point,4,38.461,-82.5441
Buffalo (Lackawanna),4,42.8256,-78.8424
New Town,4,47.996,-102.495
Raynham,4,41.9561,-71.0824
New Baltimore (Chesterfield Township),4,42.6428,-82.852
Goodwater,4,33.0754,-86.0536
Genoa Township,4,42.5223,-83.8811
Willoughby (Willoughby Hills),4,41.585,-81.4816
Ava,4,36.9512,-92.6722
Kurtistown,4,19.593,-155.052
Hagerhill,4,37.7778,-82.8085
Yellowstone County,4,45.7516,-108.56
Preble County,4,39.778,-84.5662
Eveleth,4,47.4653,-92.5383
Needles,4,34.8299,-114.605
Calhoun County,4,33.6149,-85.8605
Enumclaw,4,47.1778,-121.948
Orofino,4,46.498,-116.316
Morven,4,34.8271,-80.0571
Chappaqua,4,41.1982,-73.7783
Flatwoods,4,38.5183,-82.7275
Brent,4,32.9222,-87.2118
Iowa,4,30.2102,-93.1008
Prince Of Wales Hyder (county),4,55.4741,-133.145
Eagleville,4,35.7512,-86.6479
Topsham,4,43.944,-69.9631
Breckenridge,4,46.2641,-96.5882
Tyngsboro,4,42.6621,-71.4255
Newcastle,4,38.877,-121.148
Taylorville,4,39.5447,-89.2929
Ionia,4,42.9822,-85.0593
Tanana,4,65.1778,-152.025
Morrison,4,41.8095,-89.9793
Navasota,4,30.3843,-96.0657
Kane,4,41.6635,-78.7999
Brown County,4,38.93,-83.8699
Meigs (county),4,35.3227,-84.9399
Bell Gardens (Cudahy),4,33.9647,-118.177
Covelo,4,39.7932,-123.273
Snow Shoe,4,41.0477,-77.9245
Lula,4,34.3891,-83.6665
Westchester,4,41.8685,-87.8841
Cincinnati (Wyoming),4,39.1019,-84.5133
Charlotte (county),4,37.0475,-78.8455
Stony Point,4,41.2349,-74.073
Santaquin,4,39.9936,-111.78
Deptford,4,39.8154,-75.1085
Buckner,4,38.3939,-85.44
Allyn,4,47.3755,-122.835
Susquehanna,4,40.2868,-76.8395
Alorton,4,38.5881,-90.1143
Dewey,4,36.8271,-95.9354
Weld County,4,40.5013,-104.584
Kearny,4,40.7639,-74.1402
Le Roy,4,42.9759,-77.9831
Savage,4,39.156,-76.8276
Lucedale,4,30.9248,-88.59
Lincoln City,4,44.9633,-124.01
Wichita (Park City),4,37.7965,-97.336
Carlotta,4,40.5275,-123.919
Langston,4,35.945,-97.2553
King,4,36.2943,-80.3382
Zellwood,4,28.729,-81.6031
Concord (Boscawen),4,43.3238,-71.6378
Brownstown,4,38.8848,-86.0446
Stevenson,4,34.8664,-85.8114
Watauga,4,36.3523,-82.2872
Calimesa,4,33.9838,-117.05
Tyngsboro (Tyngsborough),4,42.6749,-71.4422
Veneta,4,44.0446,-123.342
Dalhart,4,36.0683,-102.516
Strawberry Plains,4,36.0187,-83.6965
Budd Lake,4,40.8839,-74.7304
Stevens,4,40.2139,-76.1262
Royston,4,34.2584,-83.1205
Brownfield,4,33.1772,-102.268
Van Nuys (Lake Balboa),4,34.1868,-118.484
Redfield,4,43.5497,-75.8584
Seagrove,4,35.5945,-79.698
Waskom,4,32.4821,-94.0729
Santa Rosa Beach,4,30.3565,-86.1991
Pittsylvania (county),4,36.595,-79.2834
Somers,4,42.6399,-87.9011
Fort Lupton,4,40.0814,-104.813
Kershaw (county),4,34.5518,-80.5837
Somerset (Franklin Twp),4,40.4839,-74.4787
Yakima (Union Gap),4,46.5688,-120.512
Okemos,4,42.6946,-84.4253
Alderson,4,37.7396,-80.6826
Walsenburg,4,37.6392,-104.815
Eastman,4,32.2853,-83.2485
Purvis,4,31.1959,-89.3624
Orrum,4,34.5065,-79.039
Haddam,4,41.4562,-72.5546
Ravenden,4,36.237,-91.2485
Bulls Gap,4,36.2967,-83.0259
Sarpy (county),4,41.1759,-96.2536
Elloree,4,33.5322,-80.5229
Terry,4,32.2019,-90.2964
Wyckoff,4,40.9966,-74.1808
Brevard,4,35.2406,-82.7416
Gaston County,4,35.2102,-81.2738
Summit County,4,39.6058,-105.976
Vernon (county),4,37.7845,-94.4404
Alta,4,39.2067,-120.811
Osyka,4,31.0063,-90.4706
Owego,4,42.1126,-76.2439
Fair Bluff,4,34.3022,-79.0183
Hummelstown,4,40.3033,-76.7313
Marina Del Rey,4,33.979,-118.459
Ector County,4,31.8246,-102.53
Boulder City,4,35.968,-114.895
Folcroft,4,39.8908,-75.2842
West Richland,4,46.2506,-119.278
Malvern,4,34.4688,-92.8294
Kearns,4,40.6438,-111.997
James City County,4,37.4003,-76.7462
Haddon Township,4,39.8949,-75.1019
Carrizo Springs,4,28.5219,-99.8606
Blakely,4,31.3991,-84.9347
Splendora,4,30.2211,-95.1392
Stuarts Draft,4,38.0048,-79.0923
Spanish Lake,4,38.7831,-90.2043
Talent,4,42.2429,-122.793
Hawkins (county),4,36.411,-82.9818
Vernonia,4,45.8476,-123.249
Middlefield,4,41.5184,-72.7383
Champaign (county),4,40.0535,-83.8316
Rustburg,4,37.277,-79.0843
Trafford,4,33.8242,-86.7513
Bowler,4,44.8636,-88.9828
Swartz Creek,4,42.938,-83.8312
Water Valley,4,34.1405,-89.6236
Minneapolis (New Hope),4,45.0451,-93.3848
Arcade,4,42.6364,-78.4468
Oak View,4,34.3909,-119.305
Hawaii (county),4,19.7009,-155.088
Wahpeton,4,46.2817,-96.6091
Milaca,4,45.7477,-93.6497
Richmond (North Chesterfield),4,37.4535,-77.4908
Callaway,4,36.9569,-79.9969
Machias,4,42.4315,-78.5049
Blairs,4,36.6978,-79.3469
Elim,4,64.7593,-162.071
Alfred (Lyman),4,43.5069,-70.5876
Grandville,4,42.8836,-85.7517
Lake Jackson,4,29.0513,-95.4358
Burnet County,4,30.727,-98.2213
Rainier,4,45.9995,-122.956
Marco Island,4,25.9396,-81.7213
Uxbridge,4,42.0769,-71.6316
Wurtsboro,4,41.5893,-74.506
Arcata (Manila),4,40.8477,-124.164
Walkersville,4,39.4638,-77.3645
Oliver Springs,4,36.0965,-84.2818
Golden Gate,4,26.1879,-81.6951
Morehouse,4,36.8451,-89.6904
Luzerne County,4,41.2377,-75.8546
New Hyde Park,4,40.7373,-73.6916
Wolcott,4,43.1924,-76.8285
Velma,4,34.4613,-97.6713
Neptune Beach,4,30.3223,-81.3972
North Babylon,4,40.7344,-73.3154
Phil Campbell,4,34.3677,-87.7302
Irwin,4,40.2814,-79.6766
New Carrollton,4,38.9469,-76.8704
Amity,4,45.1082,-123.194
Walpole,4,43.9395,-69.5687
Bullitt County,4,37.9913,-85.6982
Wilcox County,4,31.9612,-83.4644
Matteson,4,41.5265,-87.7406
Rocky Point,4,36.4969,-77.8781
Saint Louis (Pine Lawn),4,38.6886,-90.2745
Saint Stephen,4,33.4249,-79.9488
Chambers County,4,29.77,-94.6636
Goodells (Wales Township),4,42.9454,-82.6807
Oconomowoc,4,43.1251,-88.4604
South Houston,4,29.6675,-95.2455
Lake Ridge,4,38.6886,-77.3115
New Orleans (Broadmoor),4,29.9433,-90.1014
East Bridgewater,4,42.0518,-70.9534
Copiah County,4,31.7729,-90.3952
Leon County,4,30.4625,-84.3934
Smicksburg,4,40.9022,-79.1081
Gardnerville,4,38.8593,-119.656
Collier,4,28.0321,-82.0307
Manville,4,40.5474,-74.5915
Otis,4,45.0113,-123.919
Prunedale,4,36.8189,-121.636
Davisburg (Springfield Township),4,42.783,-83.5089
Pinnacle,4,36.3694,-80.4451
Wellsburg,4,40.2746,-80.5935
Canyon,4,34.9756,-101.912
Mamou,4,30.5935,-92.4068
Selden,4,40.8623,-73.058
Le Grand,4,37.2407,-120.268
Colorado Springs (Fort Carson),4,38.7363,-104.783
Wayland,4,42.6595,-85.5841
Sardis,4,34.4206,-89.9047
Hernando County,4,28.5356,-82.2759
Brazos County,4,30.6504,-96.3226
Lucerne,4,39.0737,-122.783
Tualatin,4,45.3891,-122.776
Baton Rouge (Scotlandville),4,30.5385,-91.1776
Chambers (county),4,33.0972,-85.3421
Tavernier,4,25.0239,-80.4978
Pine Bluff ,4,34.2181,-92.0434
Towanda,4,41.7154,-76.6008
Elk Grove Village,4,41.9991,-87.9595
Chetek,4,45.2932,-91.6246
Quarryville,4,39.8812,-76.1557
Bostic,4,35.4554,-81.8651
Saginaw (county),4,43.2572,-83.8568
Ohio County,4,38.9776,-85.0011
Cleveland (Richmond Heights),4,41.5871,-81.5565
Piney Flats,4,36.4365,-82.3466
Ragley,4,30.4938,-93.212
Mahomet,4,40.1948,-88.4231
East Longmeadow,4,42.0776,-72.5321
Needham,4,42.2979,-71.2193
Philomath,4,44.4957,-123.361
Wheatfield,4,43.0917,-78.881
Syracuse (Dewitt),4,43.0788,-76.1015
Seagraves,4,32.9336,-102.57
Mokena,4,41.5524,-87.8903
Blue River,4,44.1859,-122.266
Sandusky (county),4,41.385,-83.2755
Springdale (Bethel Heights),4,36.2323,-94.1216
Wadena,4,46.5359,-95.2124
Columbiaville,4,43.1299,-83.3672
Canisteo,4,42.2618,-77.5931
La Fayette (Lafayette),4,42.895,-76.1068
Alpharetta (Milton),4,34.1057,-84.2669
Willowbrook,4,41.7231,-87.9535
Tangipahoa Parish,4,30.632,-90.2698
Medway,4,42.1409,-71.4056
Fort Bragg,4,39.3589,-123.66
Graves County,4,36.6888,-88.7109
Johnsonville,4,33.8118,-79.5516
La Center,4,37.0776,-88.9684
Tallapoosa (county),4,32.815,-85.774
West Newton,4,40.2099,-79.767
Windom,4,33.6061,-95.987
Colleton County,4,32.8299,-80.5965
Iowa Falls,4,42.5147,-93.2609
Midland (county),4,43.6139,-84.2414
Elon,4,36.1348,-79.4999
Childersburg,4,33.279,-86.3641
West Chicago,4,41.8923,-88.2198
Carpinteria,4,34.4021,-119.448
Ross County,4,39.4532,-82.9716
Hazel Crest,4,41.5726,-87.6835
Maumee,4,41.5622,-83.6658
Indianola,4,33.4343,-90.6482
Mcdonald (county),4,36.6244,-94.4255
Mabank (Gun Barrel City),4,32.3229,-96.1498
Hickory Hill,4,35.0655,-89.8595
Saint James,4,43.9811,-94.6276
Shasta County,4,40.7909,-121.847
Lake Park,4,26.8001,-80.0549
Perrysburg,4,41.5261,-83.6412
Collegedale,4,35.0509,-85.052
Floral City,4,28.7308,-82.2945
Millen,4,32.8493,-81.944
Fair Grove,4,37.3355,-93.178
Evans Mills,4,44.084,-75.8744
Captain Cook,4,19.4331,-155.88
South Kingstown,4,41.429,-71.5258
Chippewa County,4,46.0892,-84.0714
Woburn,4,42.4856,-71.1538
Fountain Hills,4,33.6039,-111.73
Dane County,4,43.1499,-89.418
Stevens County,4,37.1869,-101.252
Siler City,4,35.7271,-79.4353
Prior Lake,4,44.7291,-93.4647
Armuchee,4,34.3856,-85.1782
Hawkins County,4,36.4446,-82.9502
Kelseyville,4,38.9793,-122.839
Moundsville,4,39.9186,-80.7473
Filer,4,42.5694,-114.613
Halifax (county),4,36.6329,-78.7705
Shady Cove,4,42.6179,-122.81
Mustang,4,35.3959,-97.7251
Nassau County,4,40.6869,-73.7194
Goochland,4,37.7913,-77.9252
Depew,4,42.9045,-78.7007
Mills River,4,35.4174,-82.5529
Parsonsburg,4,38.3687,-75.4783
River Falls,4,44.853,-92.6289
Chaska,4,44.7865,-93.6113
Ariton,4,31.5516,-85.6814
Mantachie,4,34.3237,-88.498
Gouldsboro,4,41.2407,-75.4645
Waco (Bellmead),4,31.6177,-97.086
Lake Butler,4,30.0185,-82.3305
Castalia,4,41.3468,-82.7642
Harwich,4,41.6894,-70.0944
Damariscotta,4,44.0412,-69.5102
Scotia,4,40.4884,-124.099
Massapequa,4,40.6534,-73.4586
Carter County,4,36.9074,-90.9438
Okaloosa (county),4,30.6095,-86.5376
Ward,4,34.993,-91.8943
Sawyer (county),4,46.011,-91.3706
