cities,killed,latitude,longitude
Long (county),2,31.7993,-81.6937
Dingmans Ferry,2,41.25,-74.9111
Cedar Grove,2,38.2635,-81.3546
Cassville,2,42.7192,-90.9758
La Habra,2,33.9318,-117.929
Escambia (county),2,30.5261,-87.322
Seminole (county),2,35.2332,-96.6738
Hyattsville (Chillum),2,38.964,-76.9781
Westlake,2,41.456,-81.902
Loudon,2,35.7835,-84.3643
Parkland,2,47.1506,-122.455
Cleveland (Garfield Heights),2,41.4338,-81.6056
Coosa (county),2,32.8589,-86.1227
Fox Lake,2,43.5675,-88.9134
Carlstadt,2,40.8443,-74.0854
Fallston,2,39.4993,-76.4147
Grimes County,2,30.4874,-95.994
Summers (county),2,37.5654,-80.7924
Bellport,2,40.7765,-72.9538
Ramsey,2,39.1601,-89.1142
Shoreline,2,47.7568,-122.32
Walthall County,2,31.1252,-90.1121
Rockwell,2,35.5236,-80.4261
Pierce County,2,44.5608,-92.3096
Lake Odessa,2,42.7696,-85.2417
Southport,2,33.949,-78.066
Temple Terrace,2,28.0465,-82.3915
Clint,2,31.5947,-106.208
Stanly (county),2,35.3503,-80.2012
Blythewood,2,34.2033,-80.9445
Seal Beach,2,33.7413,-118.107
Needmore,2,39.8373,-78.157
Milwaukee (Wauwatosa),2,43.0607,-87.9909
Villa Rica,2,33.7338,-84.9113
Ilion,2,43.0025,-75.0429
Luzerne (county),2,41.1104,-75.9555
Shiprock,2,36.793,-108.702
El Sobrante,2,37.9776,-122.293
Boyceville,2,45.0453,-92.038
Saint John,2,41.4689,-87.4794
Edinboro,2,41.8724,-80.1309
Darlington County,2,34.3198,-79.888
Lake Arthur,2,30.0826,-92.7002
Buchanan (county),2,39.0982,-94.4129
Buffalo (Amherst),2,42.9805,-78.8051
Wildomar,2,33.6306,-117.279
Dayton (Huber Heights),2,39.8731,-84.118
Genesee,2,46.5515,-116.922
Hillman,2,45.8516,-93.8689
Orange Cove,2,36.6211,-119.324
Wauconda,2,42.2589,-88.1392
Springfield Township,2,42.7256,-83.5095
Minneapolis (Coon Rapids),2,45.1974,-93.3065
Elmwood Place,2,39.186,-84.4891
Lafayette (county),2,34.2351,-89.5134
Palm Beach County,2,26.6515,-80.2767
Sycamore,2,40.985,-83.168
Lily,2,37.0222,-84.0613
Granger,2,46.3502,-120.182
Riddle,2,42.9192,-123.316
Fort Gibson,2,35.8507,-95.3136
Haywood (county),2,35.575,-82.9849
Waconia,2,44.9053,-93.7801
Terra Bella,2,35.9751,-119.007
Cedar Falls,2,42.5167,-92.4549
Lake Charles (Moss Bluff),2,30.2986,-93.2031
Cache,2,34.5575,-98.5804
Pittsburgh (Mount Washington),2,40.4303,-80.0087
Owasso,2,36.3196,-95.7585
Lewisburg,2,40.9662,-76.9185
Apalachicola,2,29.7291,-85.009
Ogden (South Ogden),2,41.1936,-111.96
Ludowici,2,31.7414,-81.7136
Westwood,2,34.0683,-118.455
Lebec (Gorman),2,34.8417,-118.865
Rio Dell,2,40.4988,-124.107
Lamesa,2,32.7389,-101.964
Marmaduke,2,36.2306,-90.4133
Radcliff,2,37.8209,-85.9295
Bald Knob,2,35.3162,-91.6021
Quakertown,2,40.414,-75.3982
Clive,2,41.6146,-93.7625
Azalea,2,42.7991,-123.234
Amelia,2,38.9946,-84.1748
Kailua Kona,2,19.6463,-155.994
Lusby,2,38.3681,-76.4291
Berkeley (county),2,32.9963,-80.0317
Killingworth,2,41.3515,-72.5442
Vine Grove,2,37.82,-85.9849
Unadilla,2,32.2551,-83.7306
Struthers,2,41.0521,-80.6076
Lauderdale County,2,34.8548,-87.6042
Autaugaville,2,32.4327,-86.6536
Andersonville,2,32.2438,-84.0873
Hartshorne,2,34.853,-95.5622
Waianae,2,21.441,-158.178
Bremerton (East Bremerton),2,47.6069,-122.627
Harrodsburg,2,37.761,-84.8412
Lanett,2,32.8489,-85.2056
Wells (county),2,40.7354,-85.1673
Methuen,2,42.7237,-71.1736
Chowchilla,2,37.1185,-120.258
Accokeek,2,38.6974,-76.9513
Bath,2,40.7268,-75.3883
Lee's Summit,2,38.9084,-94.3371
Selbyville,2,38.4626,-75.1425
Colebrook (Columbia),2,44.888,-71.5033
Temple Hills (Washington),2,38.8473,-76.9679
Ashdown,2,33.654,-94.1327
Glen Carbon,2,38.7428,-89.9923
Baldwyn,2,34.5235,-88.6306
Bryson City,2,35.4178,-83.4443
Stone County,2,30.8013,-89.1706
Bisbee,2,31.4037,-109.907
Woodleaf,2,35.8116,-80.6158
Shickshinny,2,41.1513,-76.293
Stamping Ground,2,38.2656,-84.6788
Lecanto,2,28.7594,-82.4528
Cedar City,2,37.7299,-113.085
Muskego,2,42.9069,-88.1511
Elkin,2,36.269,-80.8512
Castle Rock,2,39.3683,-104.84
Chester (Eddystone),2,39.8711,-75.3145
Hearne,2,30.876,-96.6091
Studio City,2,34.1575,-118.404
Hilliard,3,30.6857,-81.9428
Revere,3,42.4275,-70.9806
Friendswood,3,29.5464,-95.1906
Morrisville,3,40.2089,-74.7935
East Stroudsburg,3,40.9987,-75.1683
Live Oak,3,36.9888,-121.979
Orange City,3,28.9119,-81.2978
Mason,3,39.3507,-84.3098
Seattle (Tukwila),3,47.4611,-122.262
Caruthersville,3,36.1927,-89.6665
Denver (Northglenn),3,39.8877,-104.968
Munster,3,41.5656,-87.5091
Albertville,3,34.2628,-86.2056
Biddeford,3,43.4912,-70.4556
Scotland Neck,3,36.1253,-77.4212
Aliquippa,3,40.5725,-80.3087
Southlake,3,32.96,-97.1626
Murphysboro,3,37.7577,-89.3482
Dubuque,3,42.4991,-90.6796
Sulphur Springs,3,33.1187,-95.6053
Lee (county),3,30.414,-83.2961
Dunkirk,3,38.7053,-76.6788
Mason City,3,43.1426,-93.1693
Hull,3,42.2851,-70.8735
Central Islip,3,40.7824,-73.1874
Marshalltown,3,42.0073,-93.0172
Lockport,3,43.1866,-78.6968
Pinetop,3,34.1548,-109.975
Maryville,3,35.7074,-84.0051
Sylvester,3,31.5199,-83.827
Kingston,3,35.8195,-84.535
West Haven,3,41.2866,-72.9568
Terrell,3,32.7023,-96.2821
Iowa City,3,41.6398,-91.5183
La Crosse (Lacrosse),3,43.8463,-91.2422
Cornelius,3,35.4917,-80.8781
Glendale Heights,3,41.9116,-88.0954
Rolla,3,37.9404,-91.763
Church Point,3,30.3747,-92.2097
Booneville,3,34.6376,-88.5448
Jeannette,3,40.3288,-79.6103
Fountain Inn,3,34.7178,-82.2098
Richland County,3,34.09,-80.9271
Morristown,3,36.1975,-83.3441
Lenoir,3,35.9149,-81.5486
Colonial Heights,3,37.2423,-77.3991
Soledad,3,36.423,-121.313
Searcy,3,35.2514,-91.7262
Wildwood,3,28.8896,-82.0414
Cumberland,3,39.6355,-78.7479
Bolton,3,34.3197,-78.3926
Norwich,3,41.53,-72.0595
New Castle County,3,39.5393,-75.6674
Palm Beach (county),3,26.7099,-80.1981
Howell,3,40.119,-74.2379
Monument,3,39.086,-104.891
Skokie,3,42.0263,-87.7463
Bonaire,3,32.5716,-83.6239
Hillsborough County,3,28.0376,-82.4553
Crystal Lake,3,42.2261,-88.2963
Dayton (Kettering),3,39.6591,-84.1245
Barstow,3,34.8986,-117.015
Fulton (county),3,33.5813,-84.4693
Winslow,3,39.6907,-74.8915
Weston,3,37.263,-104.976
Lexington (county),3,33.9804,-81.128
Oakdale,3,37.7836,-120.867
Dunnellon,3,29.0714,-82.3231
Lincoln (county),3,39.054,-90.9825
Olivehurst,3,39.077,-121.561
Ludlow,3,42.1669,-72.4596
Raymond,3,32.2251,-90.3427
Oneonta,3,42.462,-75.0155
Kings Mountain,3,35.2349,-81.3111
Gautier,3,30.3811,-88.647
Winter Garden,3,28.5399,-81.6039
Absecon,3,39.4174,-74.513
Cumberland (county),3,35.0596,-79.0065
Republic,3,41.1099,-83.0003
Petaluma,3,38.2349,-122.666
East Lansing,3,42.7355,-84.4935
Londonderry,3,42.8615,-71.3614
Maumelle,3,34.8624,-92.4071
Forest City,3,35.2538,-81.8323
Westwego (Avondale),3,29.9149,-90.2198
Vernon,3,30.5684,-85.7186
Ellenwood,3,33.6352,-84.2774
Southern Pines,3,35.1827,-79.4006
Staunton,3,38.1525,-79.1073
Arnold,3,38.4526,-90.3624
Ringgold,3,32.3288,-93.2745
Hollywood (West Park),3,25.9847,-80.2016
Oregon,3,42.9171,-89.3706
Cincinnati (Mount Healthy),3,39.2402,-84.5474
Rochester (Greece),3,43.2019,-77.6594
Lauderhill,3,26.1502,-80.2234
Calhoun (county),3,33.6597,-85.8317
Lawrence (county),3,31.5458,-90.1436
Levittown,3,40.1374,-74.8409
Holiday,3,28.2101,-82.7644
Alice,3,27.7452,-98.0766
Midlothian,3,37.417,-77.6153
Pike County,3,39.0826,-83.2547
Alma,3,35.4765,-94.22
Sylvania,3,41.7136,-83.7627
Grove City,3,39.8787,-83.0601
Sullivan,3,41.0281,-82.2224
Orangeburg County,3,33.3724,-80.4809
Prairieville,3,30.2676,-90.9891
New Rochelle,3,40.9151,-73.7859
Riverton,3,40.5079,-112.009
Santa Rosa County,3,30.769,-86.9824
Santa Paula,3,34.3367,-119.091
Weymouth,3,42.1836,-70.9545
Sand Springs,3,36.1464,-96.0998
Westwego,3,29.8996,-90.156
Laconia,3,43.5233,-71.4671
Port Hueneme,3,34.1477,-119.195
Cincinnati (North College Hill),3,39.2162,-84.5494
Rancho Cucamonga,3,34.141,-117.517
Richfield,3,38.7733,-112.083
Merritt Island,3,28.3788,-80.7095
Jefferson County,3,33.5219,-86.9366
Perryville,3,37.7205,-89.8598
Jonesville,3,31.6157,-91.8586
Clanton,3,32.8352,-86.6368
Aransas Pass,3,27.8996,-97.173
Chadbourn,3,34.3588,-78.8859
Painesville,3,41.753,-81.2294
Newington,3,43.1013,-70.8067
Sheboygan,3,43.7648,-87.7179
Rayne,3,30.2442,-92.2728
Girard,3,37.5139,-94.8699
Jackson County,3,30.4702,-88.4821
Pike (county),3,41.3403,-74.9443
Adrian,3,41.8874,-84.0246
Windsor Mill,3,39.331,-76.7655
Dixon,3,41.8423,-89.4836
Danbury,3,41.403,-73.4634
Beaverton (Aloha),3,45.5041,-122.899
Westfield,3,40.0318,-86.1568
Carmel,3,39.9486,-86.0804
Brooklyn (Brooklyn Park),3,39.2243,-76.6058
Mill Valley,3,37.8958,-122.516
Saint Paul (Eagan),3,44.9488,-93.0906
Elizabethton,3,36.2618,-82.2296
Paragould,3,36.0557,-90.4639
Burke (county),3,33.093,-81.9831
Onslow County,3,34.8102,-77.451
Mays Landing,3,39.455,-74.6638
Alhambra,3,34.0781,-118.131
Mitchell,3,43.697,-98.0255
Millbrook,3,32.4784,-86.3526
Canal Winchester,3,39.9071,-82.8311
Port St. Lucie,3,27.2905,-80.2962
Mechanicsville,3,38.4287,-76.7282
Altus,3,34.6427,-99.3123
Beverly,3,40.0653,-74.9176
Seattle (Skyway),3,47.495,-122.246
Cincinnati (Lockland),3,39.2289,-84.4609
Ephrata,3,40.2042,-76.2019
Eastpointe,3,42.4571,-82.9564
Santa Barbara,3,34.4954,-119.71
Seminole County,3,35.1198,-96.6638
Moore,3,34.8908,-81.973
Seabrook,3,42.8774,-70.8666
Altadena,3,34.1903,-118.149
Bolingbrook,3,41.6951,-88.079
Jones (county),3,31.7224,-89.1136
Mandeville,3,30.3628,-90.0674
Belgrade,3,45.7629,-111.167
Peabody,3,42.533,-70.9917
Pulaski County,3,34.7433,-92.4015
California,3,38.2817,-76.4877
Mcalester,3,34.9075,-95.7401
Franklin County,3,38.2481,-84.8985
West Springfield,3,42.1459,-72.6284
Pitt (county),3,35.5799,-77.3414
Zion,3,42.4408,-87.8364
Lincoln County,3,31.5359,-90.5258
Cave Junction,3,42.1327,-123.63
Destin,3,30.3971,-86.4985
Ooltewah,3,35.0919,-85.0867
Wheeling,3,40.0514,-80.7249
Bemidji,3,47.4777,-94.8779
Middleburg,3,30.1286,-81.8855
Moss Point,3,30.398,-88.529
White Plains,3,38.6144,-76.9558
Summerton,3,33.6136,-80.4219
Woodlawn,3,36.7353,-80.8711
Palm Beach,3,26.6767,-80.0362
Amite,3,30.6709,-90.5033
Atlanta (Sandy Springs),3,33.9122,-84.3788
Oak Ridge,3,35.9975,-84.3084
James Island,3,32.7412,-79.9657
Gillette,3,44.3058,-105.506
Burnet,3,30.7712,-98.2808
Sapulpa,3,35.993,-96.1142
Kanawha (county),3,38.3195,-81.5156
Castro Valley,3,37.6966,-122.062
Wausau,3,44.9643,-89.6369
Knox (county),3,40.3902,-82.4851
San Rafael,3,37.9669,-122.503
Mechanicsburg,3,40.1999,-77.0152
Claremont,3,35.7161,-81.142
Crown Point,3,41.4406,-87.3421
Vidalia,3,31.5772,-91.4546
Ocoee,3,28.5493,-81.5564
Saint Peters,3,38.7878,-90.6306
Sedalia,3,38.6979,-93.2181
Toms River,3,39.9661,-74.199
Rantoul,3,40.3094,-88.1464
Altoona,3,40.489,-78.4524
Gwynn Oak,3,39.3011,-76.7199
Tehachapi,3,35.1133,-118.569
York County,3,37.0952,-76.4067
Graniteville,3,33.5214,-81.8733
Mc Farland (Mcfarland),3,35.6817,-119.225
Pflugerville,3,30.4631,-97.575
Plattsburgh,3,44.7074,-73.4529
Pampa,3,35.5221,-100.979
Pinole,3,37.9975,-122.303
Orchard Park,3,42.7675,-78.7456
Millsboro,3,38.585,-75.284
Sumter County,3,33.9224,-80.3382
Martinez,3,38.0097,-122.112
Levelland,3,33.5884,-102.38
Sumter (county),3,33.9122,-80.3607
Fort Dodge,3,42.4953,-94.1924
Fredonia,3,43.5274,-88.0107
Roselle,3,40.65,-74.2615
Griffith,3,41.5309,-87.4374
Latham,3,42.7532,-73.7689
Hanford,3,36.3178,-119.658
Garner,3,35.6656,-78.5945
Fort Mill,3,35.0956,-80.9372
Bunnell,3,29.4061,-81.1918
Lawndale,3,35.4627,-81.4834
Red Rock,3,32.5671,-111.343
Adams (county),3,39.9204,-104.888
Saylorsburg,3,40.893,-75.3621
Connell,3,46.7025,-119.012
Lathrop,3,37.8223,-121.288
Linwood,3,43.7311,-83.9733
Berwyn,3,41.8433,-87.7894
Thonotosassa,3,28.0471,-82.253
Boswell,3,34.0297,-95.875
Como,3,34.5168,-89.8662
Ringwood,3,41.1332,-74.273
East Bernstadt,3,37.2049,-84.1149
Herrin,3,37.8138,-89.0229
Elmore,3,32.5285,-86.3629
Fairdealing,3,36.6673,-90.7145
Kilmichael,3,33.435,-89.5726
De Leon Springs,3,29.1407,-81.3523
Sun City,3,33.6939,-112.321
Beverly Hills,3,34.0612,-118.411
Prewitt,3,35.4657,-108.052
New Berlin,3,42.9606,-88.096
Pryor,3,36.2878,-95.3051
Williamsburg (Savoy),3,36.7182,-84.1575
Norlina,3,36.4446,-78.1978
Ecorse,3,42.2539,-83.15
Glenwood Springs,3,39.5073,-107.317
Pound Ridge,3,41.1733,-73.6068
Lockland,3,39.2207,-84.4508
Saint Pauls,3,34.8114,-78.9866
Grundy,3,37.2541,-82.1228
Swannanoa,3,35.5931,-82.4056
Plantersville,3,34.1998,-88.6594
Carrizo Springs,3,28.5219,-99.8606
Osceola Mills,3,40.8533,-78.2732
Littleton (Highlands Ranch),3,39.566,-104.945
Bruceville,3,31.3469,-97.241
San Benito,3,26.124,-97.7117
Springboro,3,39.5643,-84.2595
Darby (Colwyn),3,39.9151,-75.2534
Stuarts Draft,3,38.0048,-79.0923
Hahnville,3,29.9725,-90.4071
Pearl River,3,30.4214,-89.7816
Ashville,3,33.8393,-86.2437
Chicago Heights (Sauk Village),3,41.4862,-87.5644
Centre,3,34.152,-85.679
Belen,3,34.6391,-106.781
West Frankfort,3,37.8939,-88.9182
Wellford,3,34.9286,-82.0808
Holmdel,3,40.3942,-74.1478
Delaware,3,40.2775,-83.0675
Mazomanie,3,43.2324,-89.7835
Fultondale,3,33.6149,-86.7981
Brazil,3,39.5229,-87.136
American Fork,3,40.3711,-111.802
Rahway,3,40.5973,-74.2736
Hawkins,3,32.7295,-95.2579
Stafford (Meadows Place),3,29.6513,-95.5828
Gwynn Oak (Woodlawn),3,39.2942,-76.7302
Old Bridge,3,40.4475,-74.2315
Mc Calla (Mccalla),3,33.2888,-87.0349
Fort Littleton,3,40.052,-77.9603
Rowland,3,34.611,-79.2109
Orrville,3,32.2655,-87.2407
Elkhorn,3,42.6431,-88.5374
Hookerton,3,35.4094,-77.5386
Portland (Oak Grove),3,45.4089,-122.626
Posen,3,41.6275,-87.6756
Canonsburg,3,40.2626,-80.1878
Kennebunkport (Arundel),3,43.4821,-70.5788
Dunn,3,35.2881,-78.5856
Yulee,3,30.5988,-81.6493
Cincinnati (Lincoln Heights),3,39.2379,-84.4566
Pointe Coupee,3,30.6482,-91.336
Keller,3,32.9256,-97.1925
Islip,3,40.7539,-73.2189
East Palo Alto,3,37.451,-122.13
Wading River,3,40.9606,-72.8146
Macomb (Macomb Township),3,42.6431,-82.9002
Tampa (Town N Country),3,28.0069,-82.5972
Paramus,3,40.9315,-74.0507
Great Cacapon,3,39.5797,-78.3766
Washburn,3,46.6728,-90.9173
Hemingway,3,33.7513,-79.4474
Barron,3,45.3166,-91.8594
Panola County,3,34.3629,-89.8914
Calhoun Falls,3,34.0853,-82.585
Littlestown,3,39.7294,-77.0673
Anacoco,3,31.2487,-93.3345
Ellijay,3,34.6621,-84.3549
San Juan Capistrano,3,33.4867,-117.676
Northfield,3,44.4475,-93.1677
New Brighton,3,40.7413,-80.3164
Webbers Falls,3,35.5113,-95.128
Dillon (county),3,34.4675,-79.3838
Dwight,3,41.0975,-88.4347
Hampstead,3,42.902,-71.1939
Kenton,3,39.2295,-75.6652
Black Mountain,3,35.6128,-82.3305
Ambler,3,40.1572,-75.2226
Warner Springs,3,33.3428,-116.725
Crookston,3,47.7752,-96.5978
Bondurant,3,41.7379,-93.4248
Lodge Grass,3,45.3162,-107.365
East Palatka,3,29.646,-81.5961
Alexis,3,35.4003,-81.1169
Silsbee,3,30.3429,-94.1678
Dickson,3,36.0455,-87.3596
Melvindale,3,42.2755,-83.1931
Coffeyville,3,37.035,-95.6307
Tylertown,3,31.1974,-90.1504
Belen (Rio Communities),3,34.6419,-106.72
Henrico (Highland Springs),3,37.5401,-77.3255
Lewis (county),3,46.7547,-123.002
Estero,3,26.4501,-81.682
Van Nuys (Lake Balboa),3,34.1868,-118.484
Pell City,3,33.6515,-86.2922
Puyallup (South Hill),3,47.1188,-122.269
Ozone Park,3,40.6866,-73.8539
Truth Or Consequences,3,33.1333,-107.241
Brundidge,3,31.7213,-85.8261
Joelton,3,36.332,-86.9203
Mantachie,3,34.3237,-88.498
Brownfield,3,33.1772,-102.268
Reston,3,38.9201,-77.3572
Marina Del Rey,3,33.979,-118.459
Veneta,3,44.0446,-123.342
Gibsonton,3,27.7749,-82.3882
Wailuku,3,20.8873,-156.501
Prosperity,3,34.1676,-81.4804
Manatee County,3,27.6028,-82.1862
Tunica,3,34.6847,-90.3759
Red Lion,3,39.8946,-76.6051
Hollywood (Pembroke Park),3,25.9842,-80.1936
Warren (county),3,40.4695,-87.3546
Lakeview,3,47.1558,-122.484
Pinehurst,3,47.5206,-116.241
Barling,3,35.3315,-94.3073
Trabuco Canyon,3,33.5827,-117.598
Tijeras,3,35.0423,-106.306
Claiborne County,3,31.8885,-90.892
Duson,3,30.2332,-92.1865
Walton,3,40.6657,-86.2484
Saint Matthews,3,33.6635,-80.7755
Fort Madison,3,40.6331,-91.3173
Fillmore,3,34.414,-118.793
Springtown,3,32.9451,-97.6619
Macungie,3,40.5383,-75.5996
Lake Butler,3,30.0185,-82.3305
Purcell,3,35.0198,-97.5431
Kingwood,3,30.0494,-95.233
Homer,3,32.7778,-93.0257
Creve Coeur,3,40.6462,-89.6012
Woodford,3,38.1796,-77.4016
Hammonton,3,39.6471,-74.842
Many,3,31.5652,-93.6349
Weslaco,3,26.1122,-97.9489
East Cleveland,3,41.5209,-81.5941
Running Springs,3,34.1903,-117.148
Summit County,3,39.6058,-105.976
Ward,3,34.993,-91.8943
Alderpoint,3,40.1696,-123.619
Lucedale,3,30.9248,-88.59
Balch Springs,3,32.7123,-96.615
Ellwood City,3,40.8637,-80.2594
Ector County,3,31.8246,-102.53
Raleigh (county),3,37.8183,-81.492
Fort Worth (Saginaw),3,32.8803,-97.3508
Temple Hills (Hillcrest Heights),3,38.8485,-76.9575
Saint Louis (Wellston),3,38.6804,-90.2871
Lafayette Parish,3,30.1908,-92.1107
Hohenwald,3,35.4385,-87.493
Halethorpe,3,39.2503,-76.6545
Los Angeles (Commerce),3,34.2068,-118.343
King County,3,47.548,-121.984
Knox,3,41.2587,-86.6211
Payson,3,34.2286,-111.328
Rosharon,3,29.3857,-95.481
Seat Pleasant,3,38.8944,-76.9114
Green Sea,3,34.1627,-78.9376
Hallsville,3,32.5483,-94.6502
Denmark,3,40.746,-91.337
Placer (county),3,39.0494,-120.784
Sampson County,3,34.9897,-78.5013
Everson,3,48.8702,-122.296
Gatesville,3,31.4186,-97.7216
Malvern,3,34.4688,-92.8294
Turner,3,44.8446,-122.953
Inez,3,37.8594,-82.5249
Ahoskie,3,36.2878,-76.9856
Laughlin,3,35.1445,-114.577
South Point,3,38.461,-82.5441
Santaquin,3,39.9936,-111.78
Ridgecrest,3,35.6225,-117.697
Reisterstown,3,39.4448,-76.8252
Port Wentworth,3,32.1954,-81.1961
El Paso County,3,38.8476,-104.701
Ionia,3,42.9822,-85.0593
Taylorville,3,39.5447,-89.2929
Dunlap,3,35.3203,-85.4287
Brent,3,32.9222,-87.2118
Flatwoods,3,38.5183,-82.7275
Morven,3,34.8271,-80.0571
Mcalester (Bache),3,34.8942,-95.6478
Portland (Tigard),3,45.4245,-122.782
Rainbow City,3,33.9631,-86.0304
Placerville,3,38.7091,-120.831
Chicago (Calumet Park),3,41.6704,-87.6514
New Ringgold,3,40.6885,-75.9579
Phelan,3,34.4905,-117.473
Marlinton,3,38.2235,-80.0945
Cleveland (county),3,35.2318,-81.5013
Windermere,3,28.486,-81.5506
Pope,3,34.1794,-89.921
Stilwell,3,35.5219,-97.3505
Munfordville (Rowletts),3,37.2417,-85.8781
Spring Branch,3,29.9165,-98.371
Prineville,3,44.303,-120.846
Duncannon,3,40.4266,-77.056
Martin (county),3,27.1264,-80.233
Magee,3,31.8725,-89.7319
Micanopy,3,29.5051,-82.2859
Dania Beach,3,26.0387,-80.1506
Saint Louis (Kinloch),3,38.7457,-90.3231
Warrensburg,3,38.8313,-93.7544
Mohave Valley,3,34.9025,-114.615
South Ozone Park,3,40.6793,-73.8045
Gloucester (county),3,37.287,-76.5127
Ravalli County,3,46.0175,-114.182
Chilhowie,3,36.7557,-81.6867
Callahan,3,30.5255,-81.7746
Leslie,3,31.9733,-84.1419
Mobile (Whistler),3,30.7436,-88.1106
Lugoff,3,34.2067,-80.7124
Blount (county),3,34.0832,-86.5882
Monterey,3,36.5896,-121.88
Forsyth (county),3,34.2114,-84.1796
Fruitland Park,3,28.884,-81.8829
Ochopee,3,25.8627,-81.3861
Louisa (county),3,38.0556,-78.0896
Lake View,3,34.3169,-79.2276
Carroll County,3,36.5747,-80.6903
Ruffin,3,33.0092,-80.8119
Gila Bend,3,32.9305,-112.695
Green Valley,3,31.7585,-110.887
Aynor,3,33.9965,-79.2041
Huntley,3,42.1656,-88.4625
Port Ludlow,3,47.911,-122.687
Ruidoso,3,33.367,-105.647
Bedford (county),3,40.0506,-78.518
Pope County,3,35.2953,-93.031
Dillon County,3,34.45,-79.369
Aitkin,3,46.6092,-93.5695
Sanderson,3,30.1413,-102.399
Childersburg,3,33.279,-86.3641
Texas (county),3,37.5006,-91.8606
Vancouver (Hazel Dell),3,45.6929,-122.644
Onamia,3,46.2009,-93.7795
Metropolis,3,37.1841,-88.7219
Slaughter,3,30.7076,-91.0809
Pickens (county),3,34.9286,-82.6533
Butler County,3,31.6478,-86.6705
Capitol Heights (Seat Pleasant),3,38.8936,-76.9021
Neshoba County,3,32.8057,-89.1706
Logansport,3,40.7594,-86.3617
Orland,3,39.7485,-122.195
Sharpsburg,3,33.3507,-84.6574
Reedley,3,36.5933,-119.434
Kewanee,3,41.2506,-89.9247
Ragley,3,30.4938,-93.212
San Carlos,3,32.8145,-117.053
New Stanton,3,40.2239,-79.5894
Ventnor City (Ventnor),3,39.3446,-74.4791
Toano,3,37.3807,-76.8037
Calaveras (county),3,38.3051,-120.52
Whitesboro,3,43.1265,-75.2927
Union (county),3,45.3271,-118.087
Lemoore,3,36.2552,-119.791
Ivanhoe,3,36.3709,-119.225
Phoenixville,3,40.1251,-75.5175
Kansas City (Gladstone),3,39.212,-94.5858
Windom,3,33.6061,-95.987
Bedford County,3,37.2795,-79.8077
Clarke County,3,31.8797,-88.7117
Sweetwater,3,32.4776,-100.409
Cartersville (Euharlee),3,34.1511,-84.9234
Schertz (Selma),3,29.5728,-98.321
Rye,3,40.9859,-73.6845
Covington County,3,31.6733,-89.5875
Soddy Daisy,3,35.2083,-85.1477
Dulce,3,36.9365,-106.946
Fair Lawn,3,40.9334,-74.1358
Dinuba,3,36.542,-119.381
Snyder,3,32.7211,-100.902
El Segundo,3,33.9222,-118.411
Clermont (county),3,40.1615,-83.0888
Lindsay,3,36.2037,-119.08
Beebe,3,35.0711,-91.8983
Liberty (county),3,30.3798,-84.9724
Belfry,3,45.0877,-109.055
Clearlake Oaks,3,39.0455,-122.628
Bladen (county),3,34.5485,-78.7798
Branson,3,36.6027,-93.2985
Cordell,3,35.2872,-98.9888
Mayflower,3,34.9753,-92.4826
Raton,3,36.8923,-104.433
Peachtree Corners,3,33.9505,-84.2511
Halethorpe (Lansdowne),3,39.2508,-76.6543
Louisburg,3,36.0913,-78.3
Cincinnati (Cumminsville),3,39.1543,-84.5544
Bascom,3,30.9931,-85.0711
Addison,3,41.9366,-87.9918
Blacksburg,3,37.2329,-80.4478
Midwest City,3,35.484,-97.3797
Cocoa Beach,3,28.3184,-80.6112
Thomaston,3,32.904,-84.3256
Mims,3,28.6824,-80.8513
Bellwood,3,41.8881,-87.8618
El Dorado Springs,3,37.8746,-94.0271
Bethesda,3,39.0224,-77.1485
Eutaw,3,32.8507,-87.9022
Waltham,3,42.3702,-71.2372
Lanham,3,38.9623,-76.8621
Gulliver,3,46.1793,-86.0479
Country Club Hills,3,41.5785,-87.7096
Dos Palos,3,36.9883,-120.627
Mineral Ridge,3,41.1401,-80.7689
Dardanelle,3,35.1812,-93.2518
Appomattox,3,37.3991,-78.8004
Saltsburg,3,40.4469,-79.4409
Nokomis,3,27.1194,-82.4303
Smithville,3,39.3351,-94.5716
Dorchester County,3,33.0951,-80.2702
Seaside (Sand City),3,36.6147,-121.853
Capulin,3,37.2836,-106.111
Oak Harbor,3,41.5379,-83.1063
Peachland,3,34.9554,-80.2681
Lowndes (county),3,32.2922,-86.7161
Carriere,3,30.6219,-89.6532
Resaca,3,34.6138,-84.9982
Lolo,3,46.7456,-114.143
Leake (county),3,32.8152,-89.4471
Van,3,32.521,-95.6431
Sammamish,3,47.6368,-122.019
Perkinston,3,30.7925,-89.2412
Burley,3,42.5382,-113.798
Lone Tree,3,39.5533,-104.882
Lookout Valley,3,35.0247,-85.3877
Wilkes (county),3,36.1329,-81.0648
Huber Heights,3,39.8518,-84.059
Smethport,3,41.6717,-78.4071
Haysville,3,37.527,-97.3649
Mclennan County,3,31.5182,-97.179
Oldsmar,3,28.0527,-82.6996
Folsom,3,30.5512,-90.212
Inverness,3,28.8388,-82.3431
Dallas County,3,32.6332,-96.8325
La Paz (county),3,33.6455,-113.878
Tiffin,3,41.1141,-83.2082
Logan County,3,35.2475,-93.6623
Mount Shasta,3,41.3051,-122.306
Broomfield,3,39.9337,-105.026
Buena Vista,3,32.3201,-84.5199
Vivian,3,32.8805,-93.9824
